Date,Open,High,Low,Close,Adj Close,Volume
2014-04-11,182.169998,183.419998,181.309998,181.509995,181.509995,167250792
2014-04-14,182.929993,183.369995,181.440002,182.940094,182.940094,132381601
2014-04-15,183.320007,184.330002,181.509995,184.199997,184.199997,157092533
2014-04-16,185.470001,186.139999,184.649994,186.125000,186.125000,105196633
2014-04-17,185.880005,186.910004,185.559998,186.389999,186.389999,105254649
2014-04-21,186.440002,187.100006,186.210007,187.039993,187.039993,68329343
2014-04-22,187.229996,188.399994,187.130005,187.889999,187.889999,85790307
2014-04-23,187.809998,187.919998,187.300003,187.449997,187.449997,73869384
2014-04-24,188.369995,188.389999,186.929993,187.830002,187.830002,88169916
2014-04-25,187.210007,187.330002,185.869995,186.289993,186.289993,100380205
2014-04-28,187.050003,187.690002,184.960007,186.875000,186.875000,135121094
2014-04-29,187.479996,188.039993,187.080002,187.750000,187.750000,84097551
2014-04-30,187.440002,188.500000,187.179993,188.309998,188.309998,101507717
2014-05-01,188.220001,188.839996,187.729996,188.324997,188.324997,93019095
2014-05-02,188.309998,189.139999,187.779999,188.059998,188.059998,98121662
2014-05-05,187.139999,188.550003,186.619995,188.419998,188.419998,75882739
2014-05-06,188.000000,188.130005,186.740005,186.779999,186.779999,85454226
2014-05-07,187.429993,187.970001,186.009995,187.880005,187.880005,106500480
2014-05-08,187.669998,189.050003,187.080002,187.675003,187.675003,93617513
2014-05-09,187.690002,188.039993,186.830002,187.960007,187.960007,83678568
2014-05-12,188.759995,189.880005,187.999207,189.785004,189.785004,86940045
2014-05-13,190.029999,190.419998,189.770004,189.960007,189.960007,66453965
2014-05-14,189.789993,189.880005,188.789993,189.059998,189.059998,72366848
2014-05-15,188.669998,188.720001,186.479996,187.399994,187.399994,154956399
2014-05-16,187.509995,188.130005,186.720001,188.050003,188.050003,97457678
2014-05-19,187.690002,188.889999,187.520004,188.740005,188.740005,63839398
2014-05-20,188.645004,188.669998,187.070007,187.550003,187.550003,111644478
2014-05-21,188.100006,189.220001,188.059998,189.130005,189.130005,89093285
2014-05-22,189.179993,189.979996,188.860001,189.589996,189.589996,61549345
2014-05-23,189.750000,190.479996,189.585800,190.350006,190.350006,60156088
2014-05-27,191.050003,191.580002,190.949997,191.520004,191.520004,72010355
2014-05-28,191.520004,191.820007,191.059998,191.380005,191.380005,66722865
2014-05-29,191.820007,192.399994,191.330002,192.369995,192.369995,64376573
2014-05-30,192.190002,192.800003,192.029999,192.679993,192.679993,76255030
2014-06-02,192.949997,192.990005,191.970001,192.895004,192.895004,64655648
2014-06-03,192.399994,192.899994,192.250000,192.800003,192.800003,65047193
2014-06-04,192.470001,193.300003,192.264999,193.190002,193.190002,55529372
2014-06-05,193.410004,194.649994,192.699997,194.449997,194.449997,92102592
2014-06-06,194.869995,195.429993,194.779999,195.375000,195.375000,78696219
2014-06-09,195.350006,196.050003,195.169998,195.580002,195.580002,65118828
2014-06-10,195.330002,195.639999,194.919998,195.600006,195.600006,57129440
2014-06-11,194.899994,195.119995,194.479996,194.919998,194.919998,68772479
2014-06-12,194.649994,194.800003,193.110001,193.539993,193.539993,106350200
2014-06-13,193.899994,194.320007,193.300003,194.130005,194.130005,82017278
2014-06-16,193.889999,194.699997,193.660004,194.289993,194.289993,87424332
2014-06-17,194.020004,194.970001,193.809998,194.830002,194.830002,84833876
2014-06-18,194.830002,196.369995,194.399994,196.255005,196.255005,105266767
2014-06-19,196.429993,196.600006,195.800003,196.479996,196.479996,85928920
2014-06-20,196.029999,196.103897,195.699997,195.940002,195.940002,100587108
2014-06-23,195.970001,196.050003,195.520004,195.880005,195.880005,70611486
2014-06-24,195.529999,196.500000,194.479996,194.699997,194.699997,96236917
2014-06-25,194.250000,195.781006,194.250000,195.580002,195.580002,82781912
2014-06-26,195.610001,195.630005,194.130005,195.440002,195.440002,84311822
2014-06-27,194.979996,195.880005,194.884995,195.820007,195.820007,71453616
2014-06-30,195.699997,196.164993,195.529999,195.720001,195.720001,70504228
2014-07-01,196.190002,197.630005,196.130005,197.029999,197.029999,90470121
2014-07-02,197.050003,197.479996,196.960007,197.229996,197.229996,52474832
2014-07-03,197.789993,198.289993,197.639999,198.199997,198.199997,52938832
2014-07-07,197.820007,197.979996,197.220001,197.509995,197.509995,61696447
2014-07-08,197.149994,197.220001,195.759995,196.240005,196.240005,108142552
2014-07-09,196.729996,197.294998,196.309998,197.119995,197.119995,72992322
2014-07-10,195.220001,196.860001,195.059998,196.339996,196.339996,99040407
2014-07-11,196.220001,196.750000,195.779999,196.610001,196.610001,64243410
2014-07-14,197.610001,197.860001,197.440002,197.600006,197.600006,58657919
2014-07-15,197.720001,198.100006,196.360001,197.229996,197.229996,111346230
2014-07-16,198.110001,198.259995,197.419998,197.960007,197.960007,80073242
2014-07-17,197.350006,198.100006,195.429993,195.710007,195.710007,145398459
2014-07-18,196.350006,197.910004,196.240005,197.709900,197.709900,124330419
2014-07-21,197.089996,197.500000,196.429993,197.339996,197.339996,67591618
2014-07-22,198.009995,198.559998,197.869995,198.199997,198.199997,67677602
2014-07-23,198.494995,198.850006,198.100006,198.639999,198.639999,65611830
2014-07-24,198.830002,199.059998,198.449997,198.649994,198.649994,56888093
2014-07-25,198.089996,198.259995,197.330002,197.720001,197.720001,76837257
2014-07-28,197.759995,198.089996,196.619995,197.800003,197.800003,69258785
2014-07-29,198.169998,198.449997,196.919998,196.949997,196.949997,80466351
2014-07-30,197.649994,197.910004,196.160004,196.979996,196.979996,104222452
2014-07-31,195.610001,195.779999,192.970001,193.089996,193.089996,183479441
2014-08-01,192.559998,193.759995,191.570007,192.500000,192.500000,189260864
2014-08-04,192.869995,194.300003,192.050003,193.889999,193.889999,91340487
2014-08-05,193.100006,193.600006,191.309998,192.009995,192.009995,152690379
2014-08-06,191.110001,192.889999,191.080002,192.070007,192.070007,94818317
2014-08-07,192.934998,193.130005,190.550003,191.029999,191.029999,135733421
2014-08-08,191.460007,193.369995,190.949997,193.240005,193.240005,117014384
2014-08-11,193.964996,194.660004,193.710007,193.794998,193.794998,74543691
2014-08-12,193.610001,194.149994,192.940002,193.529999,193.529999,73631640
2014-08-13,194.289993,195.059998,193.960007,194.839996,194.839996,69046544
2014-08-14,195.160004,195.759995,194.979996,195.759995,195.759995,57370793
2014-08-15,196.470001,196.649994,194.309998,195.720001,195.720001,139950669
2014-08-18,196.800003,197.449997,196.690002,197.360001,197.360001,75424360
2014-08-19,197.839996,198.539993,197.442596,198.389999,198.389999,59134709
2014-08-20,198.119995,199.160004,198.080002,198.919998,198.919998,72762541
2014-08-21,199.089996,199.759995,198.929993,199.500000,199.500000,67790690
2014-08-22,199.339996,199.690002,198.740005,199.190002,199.190002,76107359
2014-08-25,200.139999,200.594894,199.150208,200.199997,200.199997,63855022
2014-08-26,200.330002,200.820007,200.279999,200.330002,200.330002,47298324
2014-08-27,200.429993,200.570007,199.940002,200.250000,200.250000,47873708
2014-08-28,199.589996,200.270004,199.389999,200.139999,200.139999,58330373
2014-08-29,200.449997,200.729996,199.820007,200.710007,200.710007,65906598
2014-09-02,200.970001,200.994995,199.860001,200.610001,200.610001,72425793
2014-09-03,201.380005,201.410004,200.220001,200.500000,200.500000,57461742
2014-09-04,200.839996,201.580002,199.660004,200.210098,200.210098,85236442
2014-09-05,200.169998,201.190002,199.410004,201.110001,201.110001,102176784
2014-09-08,200.919998,201.210007,200.000000,200.589996,200.589996,64145745
2014-09-09,200.410004,200.550003,198.910004,199.320007,199.320007,88590876
2014-09-10,199.429993,200.199997,198.770004,200.070007,200.070007,67251103
2014-09-11,199.270004,200.330002,199.119995,200.300003,200.300003,66823558
2014-09-12,200.100006,200.119995,198.559998,199.130005,199.130005,117478516
2014-09-15,199.160004,199.320007,198.380005,198.981003,198.981003,76401421
2014-09-16,198.610001,200.839996,198.500000,200.479996,200.479996,116200722
2014-09-17,200.770004,201.679993,199.750000,200.750000,200.750000,151265896
2014-09-18,201.360001,201.850006,201.100006,201.820007,201.820007,94990300
2014-09-19,201.520004,201.899002,200.289993,200.699997,200.699997,121649147
2014-09-22,200.350006,200.380005,198.729996,199.149994,199.149994,125552758
2014-09-23,198.429993,199.259995,197.949997,198.009995,198.009995,111393319
2014-09-24,198.039993,199.690002,197.520004,199.559998,199.559998,107275635
2014-09-25,199.039993,199.050003,196.270004,196.339996,196.339996,150300032
2014-09-26,196.699997,198.389999,196.419998,197.899994,197.899994,103546736
2014-09-29,196.199997,197.889999,196.050003,197.539993,197.539993,95111605
2014-09-30,197.690002,198.300003,196.610001,197.020004,197.020004,131302082
2014-10-01,196.699997,196.770004,193.910004,194.350006,194.350006,177797862
2014-10-02,194.179993,195.054993,192.350006,194.380005,194.380005,157285182
2014-10-03,195.679993,196.940002,195.080002,196.520004,196.520004,121568769
2014-10-06,197.339996,197.600006,195.582001,196.289993,196.289993,104778335
2014-10-07,195.279999,195.720001,193.220001,193.259995,193.259995,147913498
2014-10-08,193.369995,196.919998,192.360001,196.639999,196.639999,186461453
2014-10-09,196.330002,196.600006,192.580002,192.740005,192.740005,210704601
2014-10-10,192.690002,193.649994,190.490005,190.539993,190.539993,221908954
2014-10-13,190.460007,191.149994,187.300003,187.409897,187.409897,230938833
2014-10-14,188.419998,189.820007,187.039993,187.699997,187.699997,215846527
2014-10-15,185.160004,187.694000,181.919998,186.429993,186.429993,380714598
2014-10-16,183.059998,187.580002,182.889999,186.270004,186.270004,270391488
2014-10-17,188.419998,189.750000,187.619995,188.470001,188.470001,214624921
2014-10-20,188.130005,190.449997,188.070007,190.300003,190.300003,130010813
2014-10-21,191.679993,194.199997,191.479996,194.070007,194.070007,154948579
2014-10-22,194.410004,194.910004,192.610001,192.690002,192.690002,151822409
2014-10-23,194.619995,196.199997,194.259995,194.929993,194.929993,154944169
2014-10-24,195.250000,196.490005,194.490005,196.429993,196.429993,117927286
2014-10-27,195.729996,196.449997,195.029999,196.160004,196.160004,82953689
2014-10-28,196.820007,198.419998,196.729996,198.410004,198.410004,106735936
2014-10-29,198.550003,199.119995,196.800003,198.110001,198.110001,142557417
2014-10-30,197.580002,199.949997,197.399994,199.380005,199.380005,113329976
2014-10-31,201.779999,201.820007,200.770004,201.660004,201.660004,146902554
2014-11-03,201.919998,202.449997,201.304993,201.770004,201.770004,93599696
2014-11-04,201.229996,201.600006,200.059998,201.070007,201.070007,93342777
2014-11-05,202.539993,202.589996,201.449997,202.339996,202.339996,91708574
2014-11-06,202.389999,203.259995,201.639999,203.149994,203.149994,107089076
2014-11-07,203.169998,203.599899,202.610001,203.339996,203.339996,89539712
2014-11-10,203.380005,204.039993,203.130005,203.979996,203.979996,66318964
2014-11-11,204.054993,204.309998,203.649994,204.175003,204.175003,54499375
2014-11-12,203.350006,204.240005,203.309998,203.960007,203.960007,90120295
2014-11-13,204.160004,204.830002,203.210007,204.190002,204.190002,85357918
2014-11-14,204.100006,204.490005,203.720001,204.240005,204.240005,80417514
2014-11-17,203.850006,204.580002,203.649994,204.369995,204.369995,80440954
2014-11-18,204.440002,205.919998,204.440002,205.550003,205.550003,76068107
2014-11-19,205.309998,205.550003,204.300003,205.220001,205.220001,82373009
2014-11-20,204.259995,205.710007,204.179993,205.580002,205.580002,72840326
2014-11-21,207.639999,207.844498,205.979996,206.679993,206.679993,142327285
2014-11-24,207.169998,207.389999,206.910004,207.259995,207.259995,65880759
2014-11-25,207.539993,207.789993,206.800003,207.110001,207.110001,79108301
2014-11-26,207.289993,207.759995,207.029999,207.639999,207.639999,62167832
2014-11-28,207.490005,207.869995,206.910004,207.199997,207.199997,57890088
2014-12-01,206.399994,206.539993,205.380005,205.759995,205.759995,103968354
2014-12-02,205.809998,207.339996,205.781998,207.085007,207.085007,74507192
2014-12-03,207.300003,208.149994,207.100006,207.889999,207.889999,68951968
2014-12-04,207.539993,208.264999,206.699997,207.660004,207.660004,91316591
2014-12-05,207.869995,208.470001,207.550003,208.000000,208.000000,91025470
2014-12-08,207.520004,208.119995,205.929993,206.610001,206.610001,108588152
2014-12-09,204.369995,206.600006,203.910004,206.470001,206.470001,125180054
2014-12-10,205.910004,205.979996,202.929993,203.160095,203.160095,159856394
2014-12-11,203.880005,206.190002,203.710007,204.190002,204.190002,159012805
2014-12-12,202.639999,203.819000,200.850006,200.889999,200.889999,202330191
2014-12-15,201.979996,202.529999,198.779999,199.509995,199.509995,189965750
2014-12-16,198.580002,202.395004,197.860001,197.910004,197.910004,259543848
2014-12-17,198.440002,202.339996,198.289993,201.789993,201.789993,253910092
2014-12-18,204.740005,212.970001,203.919998,206.779999,206.779999,257633887
2014-12-19,206.429993,207.330002,205.610901,206.520004,206.520004,245084590
2014-12-22,206.750000,207.470001,206.460007,207.470001,207.470001,148318934
2014-12-23,208.169998,208.229996,207.399094,207.750000,207.750000,122167931
2014-12-24,208.020004,208.339996,207.720001,207.770004,207.770004,42963399
2014-12-26,208.309998,208.850006,208.250000,208.440002,208.440002,57326703
2014-12-29,208.220001,208.970001,208.139999,208.720001,208.720001,79643948
2014-12-30,208.210007,208.369995,207.509995,207.600006,207.600006,73540761
2014-12-31,207.990005,208.190002,205.389999,205.539993,205.539993,130333829
2015-01-02,206.380005,206.880005,204.179993,205.429993,205.429993,121465865
2015-01-05,204.169998,204.369995,201.350006,201.720001,201.720001,169632646
2015-01-06,202.089996,202.720001,198.854996,199.820007,199.820007,209151408
2015-01-07,201.419998,202.720001,200.880005,202.309998,202.309998,125346709
2015-01-08,204.009995,206.160004,203.990005,205.899994,205.899994,147217784
2015-01-09,206.399994,206.419998,203.509995,204.250000,204.250000,158567288
2015-01-12,204.410004,204.600006,201.919998,202.649994,202.649994,144396067
2015-01-13,204.119995,205.479996,200.509995,202.080002,202.080002,214553306
2015-01-14,199.649994,201.100006,198.570007,200.860001,200.860001,192991092
2015-01-15,201.630005,202.009995,198.880005,199.019897,199.019897,176613906
2015-01-16,198.770004,201.820007,198.550003,201.630005,201.630005,211879605
2015-01-20,202.399994,202.720001,200.169998,202.054993,202.054993,130991069
2015-01-21,201.500000,203.660004,200.940002,203.080002,203.080002,122942707
2015-01-22,203.990005,206.259995,202.330002,206.100006,206.100006,174356029
2015-01-23,205.789993,206.100006,204.809998,204.970001,204.970001,117516753
2015-01-26,204.710007,205.559998,203.850006,205.449997,205.449997,92009711
2015-01-27,202.970001,204.119995,201.740005,202.740005,202.740005,134044598
2015-01-28,204.169998,204.289993,199.910004,200.139999,200.139999,168514312
2015-01-29,200.380005,202.300003,198.679993,201.990204,201.990204,173585424
2015-01-30,200.570007,202.169998,199.130005,199.449997,199.449997,197729724
2015-02-02,200.050003,202.029999,197.860001,201.919998,201.919998,163106969
2015-02-03,203.000000,204.850006,202.550003,204.839996,204.839996,124212881
2015-02-04,203.919998,205.380005,203.509995,204.059998,204.059998,134306728
2015-02-05,204.860001,206.300003,204.770004,206.119995,206.119995,97953181
2015-02-06,206.559998,207.240005,204.919998,205.550003,205.550003,125672026
2015-02-09,204.770004,205.639999,204.134995,204.630005,204.630005,87219016
2015-02-10,205.880005,207.119995,204.680099,206.809998,206.809998,96164183
2015-02-11,206.610001,207.449997,205.830002,206.929993,206.929993,91087785
2015-02-12,207.889999,208.990005,206.972702,208.919998,208.919998,97545949
2015-02-13,209.070007,209.839996,208.759995,209.779999,209.779999,93670430
2015-02-17,209.399994,210.320007,209.100006,210.110001,210.110001,76968199
2015-02-18,209.660004,210.220001,209.340103,210.130005,210.130005,80652941
2015-02-19,209.410004,210.419998,209.240005,209.979996,209.979996,91462491
2015-02-20,209.479996,211.330002,208.729996,211.238998,211.238998,140896392
2015-02-23,210.940002,211.210007,210.479996,211.209000,211.209000,74411054
2015-02-24,211.119995,212.050003,210.759995,211.809998,211.809998,72472263
2015-02-25,211.660004,212.240005,211.220001,211.630005,211.630005,73061687
2015-02-26,211.520004,211.710007,210.649994,211.380005,211.380005,72697868
2015-02-27,211.259995,211.580002,210.600006,210.660004,210.660004,108075972
2015-03-02,210.779999,212.059998,210.720001,211.990005,211.990005,87491428
2015-03-03,211.470001,212.054001,210.080002,211.119995,211.119995,110325809
2015-03-04,210.399994,210.490005,209.059998,210.230103,210.230103,114497192
2015-03-05,210.619995,210.800003,209.850006,210.460007,210.460007,76872957
2015-03-06,209.419998,209.940002,207.100006,207.500000,207.500000,188127982
2015-03-09,207.740005,208.789993,207.545898,208.360001,208.360001,89818893
2015-03-10,206.710007,206.809998,204.929993,204.979996,204.979996,157121263
2015-03-11,205.289993,205.500000,204.399994,204.500000,204.500000,110145718
2015-03-12,205.259995,207.175003,205.199997,207.100006,207.100006,93993523
2015-03-13,206.770004,207.933807,204.580002,205.827194,205.827194,162410893
2015-03-16,206.710007,208.690002,205.864105,208.580002,208.580002,136099192
2015-03-17,207.690002,208.419998,206.979996,207.960007,207.960007,94510422
2015-03-18,207.389999,211.270004,206.619995,210.460007,210.460007,228808524
2015-03-19,209.960007,210.469696,209.029999,209.500000,209.500000,117917302
2015-03-20,209.710007,211.020004,209.490295,210.410004,210.410004,177715081
2015-03-23,210.419998,211.110001,210.000000,210.000000,210.000000,71784536
2015-03-24,209.850006,210.399994,208.740005,208.820007,208.820007,77805321
2015-03-25,209.070007,209.350006,205.710007,205.759995,205.759995,159521708
2015-03-26,204.960007,206.369995,204.119995,205.270004,205.270004,153067241
2015-03-27,205.130005,205.949997,204.899994,205.740005,205.740005,118938966
2015-03-30,207.389999,208.610001,206.960007,208.250000,208.250000,96101565
2015-03-31,207.259995,208.100006,206.360001,206.429993,206.429993,126768703
2015-04-01,206.389999,206.419998,204.509995,205.699997,205.699997,137303584
2015-04-02,205.619995,206.979996,205.399994,206.434998,206.434998,86900906
2015-04-06,205.369995,208.449997,205.210007,207.830002,207.830002,114368155
2015-04-07,207.854996,208.759995,207.240005,207.279999,207.279999,81236337
2015-04-08,207.550003,208.509995,207.080002,207.975006,207.975006,89351939
2015-04-09,207.779999,209.179993,207.190002,208.899994,208.899994,85548854
2015-04-10,209.199997,210.089996,208.960007,210.039993,210.039993,72722915
2015-04-13,209.869995,210.630005,209.029999,209.089996,209.089996,74436594
2015-04-14,208.850006,209.710007,208.100006,209.490005,209.490005,75099866
2015-04-15,210.050003,211.039993,209.949997,210.429993,210.429993,99529320
2015-04-16,210.029999,210.979996,209.792801,210.369995,210.369995,68934864
2015-04-17,208.940002,209.229996,207.009995,207.949997,207.949997,191113230
2015-04-20,209.059998,210.250000,208.960007,209.850006,209.850006,92189481
2015-04-21,210.669998,210.860001,209.240005,209.600006,209.600006,72559831
2015-04-22,210.009995,210.850006,208.899994,210.630005,210.630005,78264616
2015-04-23,210.149994,211.940002,210.009995,211.160004,211.160004,102585942
2015-04-24,211.660004,211.970001,211.110001,211.649902,211.649902,61327387
2015-04-27,212.330002,212.479996,210.539993,210.770004,210.770004,79358126
2015-04-28,210.740005,211.500000,209.330093,211.440002,211.440002,86863531
2015-04-29,210.369995,211.289993,209.600006,210.570007,210.570007,125684903
2015-04-30,209.880005,210.350006,207.619995,208.460007,208.460007,161304890
2015-05-01,209.399994,210.770004,209.279999,210.720001,210.720001,103399711
2015-05-04,211.229996,212.020004,211.100006,211.320007,211.320007,70927235
2015-05-05,211.029999,211.460007,208.729996,208.899994,208.899994,113326156
2015-05-06,209.559998,209.929993,206.759995,208.039993,208.039993,135060151
2015-05-07,207.919998,209.380005,207.520004,208.869995,208.869995,88244940
2015-05-08,210.880005,211.860001,210.779999,211.619995,211.619995,155877260
2015-05-11,211.570007,211.889999,210.520004,210.604996,210.604996,75708065
2015-05-12,209.610001,210.630005,208.619995,209.979996,209.979996,119727592
2015-05-13,210.470001,211.220001,209.740005,210.020004,210.020004,94667943
2015-05-14,211.240005,212.320007,210.910004,212.210007,212.210007,95934006
2015-05-15,212.440002,212.610001,211.860001,212.440002,212.440002,76510099
2015-05-18,212.240005,213.399994,212.160004,213.100006,213.100006,74549685
2015-05-19,213.240005,213.570007,212.690002,213.029999,213.029999,72114610
2015-05-20,213.149994,213.779999,212.503998,212.880005,212.880005,76857530
2015-05-21,212.710007,213.750000,212.509995,213.500000,213.500000,64764585
2015-05-22,213.039993,213.539993,212.910004,212.990005,212.990005,57433495
2015-05-26,212.399994,212.908905,210.199997,210.699997,210.699997,124308584
2015-05-27,211.250000,212.979996,210.761200,212.699997,212.699997,93213981
2015-05-28,212.330002,212.589996,211.630005,212.460007,212.460007,74974560
2015-05-29,212.380005,212.429993,210.820007,211.139999,211.139999,124919611
2015-06-01,211.940002,212.339996,210.619995,211.570007,211.570007,93338750
2015-06-02,211.020004,212.190002,210.270004,211.360001,211.360001,91531012
2015-06-03,212.000000,212.669998,211.330093,211.919998,211.919998,87820909
2015-06-04,211.070007,211.858994,209.750000,210.129196,210.129196,151882820
2015-06-05,209.949997,210.580002,208.979996,209.770004,209.770004,121704676
2015-06-08,209.639999,209.820007,208.389999,208.479996,208.479996,89063330
2015-06-09,208.449997,209.100006,207.690002,208.449997,208.449997,105034690
2015-06-10,209.369995,211.410004,209.298706,210.949997,210.949997,134551285
2015-06-11,211.479996,212.089996,211.199997,211.630005,211.630005,73876447
2015-06-12,210.639999,211.481995,209.679993,210.009995,210.009995,135382369
2015-06-15,208.639999,209.449997,207.789993,209.110001,209.110001,124384184
2015-06-16,208.929993,210.350006,208.720001,210.250000,210.250000,85308227
2015-06-17,210.589996,211.320007,209.360001,210.589996,210.589996,126708635
2015-06-18,211.309998,213.339996,210.631500,212.779999,212.779999,165867949
2015-06-19,211.460007,211.550003,210.360001,210.809998,210.809998,130478689
2015-06-22,211.904999,212.589996,211.639999,211.889999,211.889999,70696027
2015-06-23,212.139999,212.440002,211.570007,212.039993,212.039993,68476797
2015-06-24,211.720001,212.169998,210.470001,210.500000,210.500000,92307318
2015-06-25,211.100006,211.250000,209.770004,209.860001,209.860001,97107361
2015-06-26,210.289993,210.580002,209.160004,209.820007,209.820007,104174840
2015-06-29,208.044998,209.828003,205.330002,205.419998,205.419998,202621332
2015-06-30,207.259995,207.320007,205.279999,205.850006,205.850006,182925106
2015-07-01,207.729996,208.029999,206.559998,207.500000,207.500000,135979873
2015-07-02,208.070007,208.270004,206.809998,207.309998,207.309998,104373652
2015-07-06,205.770004,207.649994,205.529999,206.720001,206.720001,117975369
2015-07-07,206.960007,208.169998,204.110001,208.020004,208.020004,173820249
2015-07-08,206.419998,206.764496,204.250000,204.529999,204.529999,164020059
2015-07-09,207.039993,207.350006,204.770004,204.899994,204.899994,144113007
2015-07-10,207.289993,207.979996,204.951706,207.479996,207.479996,129456890
2015-07-13,208.990005,209.899994,208.940002,209.770004,209.770004,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,210.679993,81709575
2015-07-15,210.729996,211.279999,210.039993,210.610001,210.610001,97914141
2015-07-16,211.869995,212.300003,211.580002,212.300003,212.300003,106683266
